transaction_amount,merchant_category,payment_method,ip_country,customer_country,velocity_1h,failed_logins,geo_distance,is_new_device,device_risk_score,is_fraud
477787,fuel,debit_card,UK,Russia,46,9,4192,0,0.85,1
275478,gaming,credit_card,USA,India,19,6,7313,0,0.248,1
260769,gaming,debit_card,Russia,UK,19,6,8188,0,0.934,1
235036,luxury,debit_card,Russia,USA,9,1,14913,1,0.227,1
315685,crypto,debit_card,Singapore,USA,7,0,4617,0,0.747,0
946,crypto,upi,UAE,UK,46,9,996,0,0.062,0
11054,electronics,wallet,Singapore,India,37,1,357,0,0.63,0
341483,healthcare,debit_card,USA,UAE,41,7,8378,1,0.219,1
244861,travel,wallet,USA,Russia,7,9,1694,0,0.67,0
308758,gaming,credit_card,Singapore,Singapore,9,2,2591,0,0.636,0
350480,healthcare,credit_card,UAE,USA,4,3,14487,1,0.924,1
359823,healthcare,debit_card,Germany,UK,25,7,9535,1,0.627,1
137641,travel,credit_card,Singapore,Singapore,49,2,7922,0,0.408,0
423421,healthcare,wallet,USA,Germany,12,5,1692,1,0.194,1
304345,healthcare,upi,UAE,India,6,1,9275,0,0.657,0
64423,crypto,debit_card,USA,Singapore,18,2,2058,0,0.116,0
92022,crypto,credit_card,UAE,Nigeria,40,0,2905,1,0.829,1
189239,grocery,wallet,UAE,Singapore,21,8,11388,0,0.247,1
180548,fuel,wallet,Nigeria,Nigeria,15,3,4452,1,0.524,0
176759,electronics,credit_card,Singapore,Russia,3,5,11610,1,0.596,1
430292,healthcare,wallet,Singapore,India,2,6,6938,1,0.362,1
235759,grocery,wallet,Singapore,Singapore,41,1,14573,1,0.664,1
389778,fuel,debit_card,UAE,USA,40,7,2381,0,0.25,1
329828,grocery,wallet,UAE,India,4,8,8209,0,0.035,1
104637,grocery,credit_card,USA,USA,32,9,8516,0,0.959,1
340721,electronics,debit_card,Russia,UK,2,1,2071,1,0.32,0
242083,electronics,credit_card,Singapore,UK,46,4,931,0,0.713,1
42633,luxury,upi,Nigeria,Germany,29,1,12747,1,0.508,1
264072,travel,credit_card,UK,UAE,2,4,13772,0,0.669,1
2017,travel,credit_card,USA,UK,34,6,14857,1,0.111,1
282862,luxury,debit_card,USA,Singapore,27,5,12845,0,0.519,1
32354,luxury,wallet,India,India,39,3,1445,0,0.392,0
262087,crypto,credit_card,Singapore,UK,44,1,12229,1,0.452,1
367536,fuel,debit_card,Germany,USA,38,6,8595,0,0.966,1
47462,grocery,upi,USA,Singapore,18,9,3403,1,0.136,0
282372,healthcare,debit_card,India,UK,36,8,4553,1,0.755,1
386025,luxury,debit_card,UK,Nigeria,19,0,9699,0,0.33,0
242453,gaming,wallet,Nigeria,Nigeria,27,2,1522,0,0.29,0
190555,travel,credit_card,UK,Russia,45,6,3099,0,0.271,0
65645,luxury,upi,Germany,USA,20,8,10637,1,0.349,1
82280,gaming,debit_card,Singapore,Germany,21,4,8121,1,0.357,1
88058,gaming,credit_card,UAE,Germany,23,6,7356,1,0.271,1
403181,gaming,credit_card,India,Germany,30,9,2188,1,0.667,1
395535,crypto,debit_card,UAE,USA,25,6,2569,1,0.048,1
302053,crypto,credit_card,UK,Germany,31,3,10986,1,0.332,1
378992,healthcare,debit_card,UK,UAE,27,4,8284,1,0.28,1
5387,healthcare,debit_card,Russia,Russia,34,1,14413,1,0.751,1
257765,gaming,debit_card,Russia,UAE,8,7,4948,1,0.146,1
427703,fuel,upi,Nigeria,Nigeria,19,0,13556,0,0.941,0
8612,crypto,debit_card,Germany,UK,41,1,4941,1,0.171,0
132514,grocery,wallet,Russia,Russia,26,2,4763,1,0.37,0
456392,gaming,credit_card,Russia,USA,28,6,1754,0,0.2,1
108972,grocery,upi,Germany,UAE,4,5,5055,0,0.287,0
412532,grocery,credit_card,USA,Singapore,31,6,13277,1,0.761,1
247854,gaming,upi,Russia,Russia,16,4,4893,0,0.476,0
93170,travel,wallet,USA,USA,10,3,5782,0,0.163,0
79867,fuel,upi,USA,India,38,6,14153,1,0.047,1
97929,gaming,upi,Singapore,Russia,48,2,88,1,0.23,0
419930,healthcare,upi,USA,Russia,10,9,1642,0,0.946,1
429574,gaming,credit_card,USA,UK,45,6,2963,1,0.845,1
487105,crypto,debit_card,Russia,Singapore,9,1,5414,0,0.44,0
42178,gaming,credit_card,USA,UK,39,7,10335,1,0.482,1
368532,travel,debit_card,UAE,Germany,36,5,7421,1,0.899,1
83624,crypto,credit_card,Germany,Russia,36,2,8743,0,0.591,0
227745,healthcare,wallet,Russia,Nigeria,19,2,10639,0,0.881,1
12319,electronics,wallet,Germany,Russia,19,4,6911,0,0.492,0
262479,electronics,upi,India,Germany,12,2,5174,0,0.2,0
305173,grocery,wallet,Russia,Singapore,13,5,10144,0,0.726,1
127409,fuel,upi,USA,Singapore,25,1,10483,1,0.526,1
329688,grocery,debit_card,UAE,Nigeria,36,7,5230,1,0.668,1
139739,travel,wallet,Germany,Nigeria,25,8,12030,0,0.157,1
364078,luxury,debit_card,Russia,UAE,28,6,8816,0,0.648,1
464108,healthcare,credit_card,UAE,USA,42,2,3758,0,0.382,0
196613,fuel,debit_card,Germany,USA,39,9,4797,1,0.332,1
346799,healthcare,credit_card,India,UAE,30,3,3293,1,0.671,1
335942,electronics,debit_card,UK,USA,5,9,3833,0,0.592,0
386694,grocery,debit_card,Nigeria,Russia,17,1,2612,1,0.649,0
248420,healthcare,wallet,Nigeria,UAE,18,8,8354,1,0.965,1
136587,electronics,debit_card,India,UAE,43,4,10185,0,0.701,1
167331,travel,wallet,UK,USA,47,1,10275,0,0.641,0
44025,travel,wallet,Singapore,India,21,9,11206,1,0.614,1
137123,luxury,upi,UK,Nigeria,22,5,8229,1,0.399,1
87488,healthcare,upi,Singapore,USA,39,6,9038,1,0.839,1
8107,luxury,credit_card,Russia,UK,6,1,11069,1,0.381,0
257902,crypto,debit_card,Singapore,India,16,0,6767,1,0.7,1
435148,fuel,credit_card,Nigeria,UAE,2,6,7538,0,0.293,1
58696,healthcare,debit_card,Nigeria,India,1,0,5297,1,0.148,0
383345,travel,upi,UAE,Russia,30,2,14857,0,0.13,1
423839,grocery,upi,Singapore,Singapore,43,3,3347,0,0.635,0
351105,electronics,debit_card,UAE,India,37,1,4055,1,0.328,1
255366,gaming,debit_card,Nigeria,UK,48,6,4201,0,0.275,1
348984,luxury,upi,Germany,Singapore,23,4,14492,1,0.592,1
15624,gaming,upi,Germany,Russia,1,0,8528,0,0.026,0
412598,healthcare,credit_card,UK,UK,19,7,11290,1,0.246,1
155102,grocery,upi,UK,Germany,46,9,14246,0,0.341,1
393393,luxury,debit_card,UK,Singapore,3,6,10536,1,0.708,1
499197,gaming,credit_card,Singapore,Germany,2,3,1561,1,0.545,0
125601,fuel,debit_card,UK,Russia,37,1,7523,0,0.856,1
282855,grocery,wallet,Singapore,Singapore,17,6,13174,0,0.335,0
148156,electronics,credit_card,Singapore,Singapore,28,1,4165,0,0.296,0
14160,fuel,debit_card,USA,USA,18,5,13639,1,0.033,0
214157,grocery,upi,USA,UK,33,0,12439,0,0.952,1
477372,crypto,wallet,Singapore,Nigeria,15,6,6721,0,0.501,1
305547,luxury,debit_card,Germany,UK,22,6,8854,1,0.503,1
190379,travel,credit_card,UAE,India,41,3,5440,1,0.923,1
206218,electronics,debit_card,Nigeria,Germany,27,3,4853,0,0.29,0
160459,healthcare,wallet,Nigeria,Germany,37,9,6596,0,0.332,1
487025,fuel,credit_card,Russia,UK,32,4,6714,1,0.656,1
39811,fuel,wallet,India,UK,45,1,11932,1,0.785,1
143126,gaming,debit_card,USA,Singapore,19,8,3184,1,0.699,0
335584,luxury,upi,Singapore,Germany,28,9,14971,0,0.789,1
465417,healthcare,upi,India,UAE,28,3,9678,0,0.575,1
464836,travel,debit_card,USA,Nigeria,10,8,8033,1,0.863,1
218234,grocery,debit_card,Russia,USA,20,2,14276,1,0.55,1
103074,travel,debit_card,Nigeria,Nigeria,25,8,2410,1,0.229,0
149746,luxury,credit_card,UAE,India,21,0,4299,0,0.542,0
402500,luxury,wallet,Singapore,Nigeria,14,6,2535,0,0.713,1
150268,crypto,wallet,Russia,USA,22,3,5600,0,0.654,0
67828,crypto,wallet,Nigeria,India,26,6,4,0,0.243,0
165188,travel,debit_card,Germany,Russia,44,9,13441,1,0.041,1
11346,grocery,wallet,USA,Singapore,11,5,11290,1,0.252,1
438874,travel,debit_card,Singapore,UK,7,3,11041,0,0.984,1
411697,luxury,credit_card,India,UK,17,3,13265,1,0.184,1
390040,luxury,upi,Germany,UAE,18,7,27,1,0.464,1
429771,gaming,debit_card,Nigeria,Nigeria,7,6,5162,0,0.638,0
92363,crypto,debit_card,Germany,Germany,20,3,965,1,0.879,0
397334,healthcare,upi,UK,Germany,38,5,6208,0,0.76,1
11402,healthcare,upi,UAE,USA,11,5,3097,0,0.909,0
329750,healthcare,credit_card,Nigeria,USA,44,0,72,0,0.604,0
41257,gaming,wallet,Germany,USA,16,1,5602,1,0.865,1
55017,electronics,debit_card,USA,Germany,27,3,14185,0,0.264,0
223910,healthcare,wallet,UAE,UK,11,5,2948,1,0.431,1
96746,luxury,debit_card,Singapore,Germany,16,5,10508,1,0.844,1
345366,gaming,credit_card,UK,USA,23,0,12090,0,0.326,1
286763,travel,upi,Nigeria,Singapore,12,7,6239,0,0.871,1
490125,crypto,credit_card,Russia,India,40,1,4491,0,0.363,0
480803,crypto,upi,UAE,UK,3,4,13157,0,0.363,1
450135,grocery,wallet,India,Singapore,2,3,2412,0,0.309,0
343154,travel,wallet,USA,Russia,38,4,8309,1,0.547,1
382674,grocery,credit_card,Nigeria,Nigeria,48,4,10404,1,0.129,1
333568,gaming,upi,India,Singapore,24,9,2925,1,0.037,1
267652,fuel,credit_card,UAE,Nigeria,29,7,2838,0,0.897,1
59479,healthcare,upi,Nigeria,Singapore,47,9,577,0,0.929,1
25153,electronics,upi,UK,Russia,46,6,14642,1,0.076,1
402762,travel,wallet,Russia,Singapore,34,8,8964,0,0.55,1
132094,travel,wallet,Russia,India,20,0,7908,1,0.54,0
98823,travel,upi,India,UK,18,5,8392,1,0.372,1
51456,grocery,upi,Singapore,Nigeria,14,5,1756,1,0.569,0
273033,gaming,upi,Singapore,UAE,18,1,8372,0,0.458,0
359964,travel,wallet,UK,Germany,2,7,2406,0,0.49,0
328900,fuel,wallet,Russia,Russia,1,5,6884,1,0.755,1
306272,travel,debit_card,India,Nigeria,20,9,8164,0,0.526,1
326728,crypto,upi,India,UK,34,8,11516,0,0.324,1
32254,healthcare,debit_card,Nigeria,USA,41,9,6140,0,0.581,1
214042,electronics,upi,Nigeria,Nigeria,41,4,14185,1,0.641,1
264580,healthcare,wallet,India,India,48,6,14766,1,0.662,1
365921,crypto,debit_card,Nigeria,UAE,11,5,12941,1,0.618,1
330023,crypto,debit_card,UAE,India,27,4,12966,1,0.665,1
281273,electronics,credit_card,Nigeria,Nigeria,23,5,10494,1,0.31,1
321445,fuel,upi,UK,India,38,3,2989,0,0.446,0
32365,gaming,wallet,Singapore,USA,44,2,5785,1,0.669,1
365160,crypto,credit_card,Singapore,UAE,3,0,9795,0,0.754,1
243422,gaming,credit_card,UAE,Germany,12,0,1120,1,0.434,0
175044,crypto,upi,USA,India,30,5,2215,0,0.365,0
46297,luxury,credit_card,UAE,USA,31,8,8001,0,0.716,1
387977,electronics,upi,UK,Russia,23,7,8066,1,0.222,1
448496,crypto,credit_card,India,USA,1,1,13253,0,0.009,0
154882,luxury,upi,UAE,Singapore,41,8,10104,0,0.471,1
160658,healthcare,wallet,India,Nigeria,20,7,2902,0,0.173,0
72007,grocery,upi,UK,UK,6,8,1086,0,0.378,0
391120,luxury,upi,Germany,Nigeria,11,3,174,0,0.291,0
203067,travel,debit_card,UK,Nigeria,35,8,13565,0,0.777,1
326679,crypto,wallet,Russia,USA,4,1,3533,1,0.331,0
302875,luxury,wallet,India,USA,29,0,12912,0,0.641,1
391282,gaming,wallet,Singapore,USA,10,8,1239,1,0.674,1
232704,grocery,credit_card,UAE,Nigeria,29,9,11503,0,0.456,1
282347,fuel,debit_card,Germany,Germany,38,7,14751,0,0.081,1
64872,crypto,wallet,UK,India,1,6,4835,0,0.7,0
126208,travel,credit_card,India,Germany,40,7,3814,0,0.075,0
14482,fuel,credit_card,Germany,UAE,8,0,12009,0,0.099,0
84391,luxury,credit_card,USA,USA,38,8,12963,0,0.196,0
363439,fuel,debit_card,Russia,USA,17,9,14462,0,0.28,1
134928,fuel,credit_card,USA,Singapore,19,8,7085,0,0.846,1
282853,grocery,debit_card,UK,Singapore,33,8,14589,1,0.675,1
147650,healthcare,upi,USA,Russia,15,5,8013,1,0.387,1
232150,fuel,credit_card,USA,Russia,45,3,1974,1,0.979,1
432982,fuel,wallet,Russia,Singapore,31,1,3783,1,0.244,1
337927,crypto,credit_card,Russia,UAE,21,3,2245,0,0.61,0
492413,healthcare,upi,Nigeria,Russia,3,6,9850,0,0.847,1
386958,grocery,upi,Russia,UK,2,0,8605,0,0.802,1
130430,travel,credit_card,Germany,UK,35,8,13768,1,0.09,1
493736,luxury,upi,Nigeria,UAE,41,2,7222,1,0.697,1
71415,grocery,debit_card,Russia,Singapore,16,3,7815,1,0.258,0
340078,grocery,debit_card,USA,Russia,45,4,11603,0,0.356,1
388449,electronics,credit_card,Singapore,USA,21,2,12285,0,0.489,1
14253,grocery,debit_card,Singapore,Singapore,12,3,1383,1,0.791,0
76425,healthcare,debit_card,Nigeria,Russia,28,4,1124,0,0.166,0
240873,electronics,wallet,Russia,UAE,12,0,12522,0,0.109,0
406315,luxury,credit_card,Germany,UK,33,8,5182,0,0.153,1
55418,fuel,upi,UAE,Nigeria,20,9,4013,1,0.218,0
394130,crypto,credit_card,India,UAE,40,9,2244,0,0.06,1
377277,crypto,debit_card,UK,Nigeria,49,3,2590,1,0.926,1
76177,luxury,wallet,Germany,Russia,21,8,9971,1,0.319,1
352718,luxury,credit_card,UAE,UAE,39,3,1130,0,0.177,0
133615,healthcare,credit_card,UK,Russia,41,0,14631,0,0.638,0
469309,gaming,debit_card,UAE,Russia,49,4,8837,0,0.787,1
207088,fuel,debit_card,UAE,Nigeria,42,8,11715,1,0.753,1
335563,luxury,credit_card,Nigeria,UAE,36,2,9750,1,0.719,1
125985,grocery,debit_card,Singapore,India,22,4,6300,0,0.051,1
372021,healthcare,debit_card,India,USA,26,2,4502,0,0.782,1
17468,crypto,debit_card,UAE,Singapore,7,2,7040,1,0.502,0
146500,travel,debit_card,Russia,UK,7,0,2774,1,0.649,0
188114,healthcare,debit_card,UK,USA,8,1,2786,1,0.956,0
91851,crypto,wallet,Germany,Singapore,26,1,6941,1,0.811,1
230303,electronics,debit_card,Singapore,Singapore,24,8,1707,1,0.825,1
289550,healthcare,upi,UK,UK,24,6,2602,0,0.181,0
478767,crypto,credit_card,Nigeria,USA,40,7,11836,1,0.476,1
171087,gaming,wallet,Russia,UK,48,1,8567,1,0.949,1
299463,healthcare,wallet,Russia,Russia,12,8,1613,0,0.583,0
212051,healthcare,debit_card,UAE,UK,47,2,455,1,0.103,1
195816,fuel,credit_card,Russia,Nigeria,8,9,4298,1,0.732,1
60379,luxury,upi,India,Nigeria,9,1,14044,0,0.043,0
315272,fuel,debit_card,Nigeria,UAE,3,0,1476,1,0.742,1
366507,healthcare,credit_card,Russia,India,21,8,9046,0,0.88,1
226,luxury,debit_card,UAE,India,31,7,8916,1,0.425,1
314573,crypto,debit_card,UK,India,48,3,1392,1,0.414,1
27732,travel,debit_card,Nigeria,USA,47,6,10580,0,0.304,1
196482,travel,debit_card,Russia,Nigeria,24,2,8454,1,0.877,1
110045,healthcare,debit_card,Singapore,USA,4,2,8009,1,0.548,0
317420,gaming,debit_card,Nigeria,Russia,20,3,8735,0,0.579,0
250969,electronics,debit_card,Nigeria,Germany,16,1,8743,1,0.662,1
217238,crypto,upi,Germany,India,10,9,5426,1,0.3,1
498816,luxury,wallet,Singapore,Russia,43,3,14158,1,0.433,1
175499,healthcare,upi,Singapore,Nigeria,26,9,11990,1,0.742,1
462220,crypto,debit_card,UK,Germany,29,2,638,1,0.985,1
134969,healthcare,debit_card,USA,India,5,7,8357,0,0.034,0
179054,gaming,upi,Germany,USA,11,1,2806,1,0.043,0
144890,grocery,upi,Singapore,Germany,29,8,8813,1,0.428,1
34660,grocery,wallet,Singapore,UAE,45,2,1224,0,0.66,0
338833,gaming,upi,USA,UAE,15,3,3343,0,0.386,0
284360,luxury,wallet,UK,UAE,6,9,8243,0,1.0,1
429560,fuel,debit_card,Germany,UK,48,9,489,0,0.195,1
495037,gaming,credit_card,Singapore,UAE,15,2,14534,1,0.008,1
132817,healthcare,credit_card,UAE,Singapore,43,2,5143,1,0.19,1
178695,luxury,credit_card,UK,India,20,7,8857,1,0.887,1
124185,travel,credit_card,Germany,UAE,34,7,1247,1,0.145,1
379962,gaming,debit_card,Singapore,Germany,2,5,6062,1,0.479,1
281500,luxury,credit_card,Singapore,Nigeria,44,3,13533,1,0.419,1
494692,gaming,upi,USA,Singapore,16,0,2711,1,0.666,0
100258,gaming,upi,Germany,Singapore,19,3,4362,0,0.055,0
184345,fuel,credit_card,UAE,Singapore,34,7,12361,1,0.659,1
168602,fuel,upi,UK,Russia,49,5,3953,0,0.355,0
432598,healthcare,wallet,Russia,Germany,14,1,14413,0,0.926,1
381963,luxury,debit_card,India,Russia,24,2,10784,0,0.849,1
456690,luxury,credit_card,UAE,Singapore,28,6,881,1,0.4,1
330488,electronics,credit_card,Russia,UK,48,3,435,1,0.993,1
142866,gaming,debit_card,UAE,UAE,32,3,6125,0,0.052,0
318508,grocery,upi,Germany,Nigeria,37,4,8105,1,0.789,1
468376,gaming,debit_card,Russia,India,10,7,5185,1,0.434,1
490732,gaming,debit_card,Germany,Germany,49,6,1985,0,0.433,0
57645,luxury,upi,Russia,UK,45,8,12645,0,0.17,1
301468,gaming,debit_card,UAE,USA,48,4,13224,1,0.515,1
495832,crypto,upi,USA,Russia,9,0,12306,0,0.085,0
360189,gaming,upi,UAE,UAE,24,3,12063,0,0.617,0
13324,crypto,debit_card,Germany,UAE,36,5,13878,0,0.242,1
40838,fuel,wallet,UAE,USA,29,5,10815,1,0.725,1
418466,grocery,upi,Nigeria,USA,29,8,9985,1,0.607,1
325975,healthcare,debit_card,Nigeria,Germany,48,9,2799,0,0.746,1
180860,luxury,upi,Russia,UAE,23,4,7604,0,0.75,1
493245,gaming,wallet,Nigeria,USA,27,4,13284,1,0.197,1
239790,crypto,wallet,India,UAE,31,5,11705,1,0.001,1
466825,crypto,credit_card,Russia,UK,43,5,13321,1,0.366,1
139749,fuel,upi,Nigeria,Germany,7,2,1494,1,0.919,0
8170,crypto,upi,Singapore,Nigeria,49,5,2680,1,0.578,1
126261,healthcare,debit_card,UAE,USA,45,7,1626,1,0.728,1
8766,travel,upi,UK,UK,4,5,10612,0,0.88,0
320005,electronics,credit_card,UAE,UK,14,4,3018,0,0.906,1
298612,healthcare,wallet,Nigeria,USA,42,2,1848,0,0.529,0
137955,grocery,wallet,USA,Germany,42,0,3247,1,0.541,0
42014,healthcare,credit_card,Germany,UAE,10,4,9731,0,0.851,1
201679,fuel,upi,UK,Nigeria,44,5,13442,0,0.807,1
127838,fuel,upi,Russia,Singapore,34,5,1317,0,0.699,0
472342,healthcare,credit_card,USA,UAE,26,5,9912,0,0.604,1
247065,gaming,debit_card,UAE,India,23,2,1951,0,0.617,0
329770,travel,wallet,Nigeria,USA,9,3,14689,0,0.363,0
464151,gaming,credit_card,Russia,Russia,37,2,224,0,0.841,0
439081,gaming,credit_card,Russia,Germany,8,1,2027,1,0.618,0
282200,healthcare,upi,Singapore,USA,14,7,1548,0,0.224,0
219067,luxury,wallet,Singapore,India,7,6,3779,0,0.24,0
308484,luxury,upi,Nigeria,UK,7,7,6512,1,0.862,1
383252,luxury,credit_card,Nigeria,Russia,9,5,5786,0,0.626,1
430464,travel,debit_card,India,Russia,3,6,7758,1,0.399,1
94370,gaming,wallet,Singapore,UAE,14,0,3724,0,0.187,0
267001,electronics,credit_card,Germany,Singapore,17,9,1524,1,0.61,1
19197,grocery,credit_card,UK,UAE,44,4,13402,0,0.184,1
141567,luxury,debit_card,Russia,Germany,22,3,10896,0,0.47,0
147413,luxury,credit_card,Singapore,Russia,46,9,1973,0,0.678,0
366136,fuel,credit_card,Nigeria,Nigeria,26,2,13384,0,0.565,0
158868,gaming,wallet,India,Nigeria,28,1,12721,0,0.922,1
246826,gaming,wallet,Nigeria,Russia,45,8,13660,1,0.04,1
332724,travel,wallet,Nigeria,Nigeria,14,7,13575,0,0.28,0
46263,travel,upi,Nigeria,Nigeria,9,9,13583,1,0.057,0
19916,luxury,debit_card,UAE,Singapore,26,1,4605,0,0.195,0
443156,gaming,wallet,UK,Germany,2,5,12796,0,0.124,1
233719,electronics,upi,Singapore,USA,11,2,617,0,0.733,0
315097,grocery,upi,Russia,Singapore,17,2,4516,1,0.369,0
156089,healthcare,debit_card,UAE,UK,34,4,5192,1,0.925,1
96831,gaming,debit_card,Nigeria,UAE,19,6,12362,1,0.023,1
152738,fuel,credit_card,Germany,Nigeria,39,6,5775,1,0.653,1
206624,healthcare,upi,Russia,USA,18,9,2622,1,0.971,1
62923,gaming,wallet,UAE,UAE,13,0,12434,0,0.176,0
151978,crypto,debit_card,Germany,Nigeria,5,6,2094,0,0.442,0
206692,travel,upi,Germany,Singapore,23,6,9957,1,0.702,1
1859,fuel,wallet,UK,USA,24,5,3177,1,0.633,1
257264,grocery,upi,Russia,Singapore,29,5,9325,0,0.566,1
435265,luxury,debit_card,Singapore,UK,48,1,7485,0,0.327,1
354618,fuel,credit_card,Singapore,India,47,2,12409,1,0.728,1
133654,gaming,upi,India,Russia,8,2,3571,1,0.653,0
286686,luxury,wallet,UAE,Germany,26,2,1067,0,0.163,0
427035,gaming,debit_card,India,USA,15,1,14252,1,0.964,1
451382,luxury,credit_card,USA,Russia,1,8,2147,0,0.556,0
93601,grocery,wallet,Singapore,India,28,5,706,1,0.525,1
264323,travel,wallet,UAE,USA,49,1,2359,1,0.848,1
396033,grocery,wallet,UK,Russia,47,2,13526,0,0.64,1
59776,crypto,upi,India,Russia,46,9,3535,0,0.074,0
421268,electronics,debit_card,UK,USA,14,5,3813,1,0.507,1
217616,travel,wallet,UK,Russia,42,3,10663,0,0.781,1
173632,grocery,upi,Nigeria,Russia,34,6,12260,1,0.7,1
90497,crypto,debit_card,Nigeria,USA,31,5,11653,1,0.971,1
72947,electronics,debit_card,UK,Germany,6,5,3769,0,0.025,0
93707,crypto,upi,India,Russia,49,2,10127,0,0.261,0
220278,gaming,upi,Nigeria,Russia,5,7,5979,0,0.549,1
149621,healthcare,wallet,USA,Germany,31,8,2320,1,0.619,1
426852,gaming,debit_card,Germany,UAE,37,5,11065,0,0.274,1
64177,luxury,credit_card,Germany,UK,15,1,8164,0,0.827,0
300502,travel,upi,Nigeria,UAE,15,0,5222,0,0.164,0
179474,gaming,debit_card,India,Nigeria,43,2,210,1,0.001,0
257109,fuel,debit_card,Germany,India,5,2,4835,0,0.952,0
422181,crypto,wallet,Russia,UAE,28,7,13334,0,0.392,1
137817,travel,credit_card,Germany,UAE,33,4,2808,0,0.957,1
382015,healthcare,wallet,Singapore,India,11,0,12447,0,0.278,0
38100,fuel,credit_card,India,Russia,43,3,3963,1,0.063,0
26837,gaming,credit_card,Nigeria,Russia,6,6,13029,1,0.773,1
273729,luxury,upi,Nigeria,UAE,23,4,10146,1,0.836,1
300809,grocery,debit_card,Germany,India,40,9,2391,1,0.492,1
418838,luxury,debit_card,India,Russia,2,5,5520,0,0.074,1
381858,fuel,debit_card,USA,Singapore,15,9,11718,1,0.654,1
327399,electronics,credit_card,Russia,USA,23,3,4795,0,0.182,0
186340,gaming,debit_card,Nigeria,USA,22,1,11407,1,0.849,1
52587,fuel,upi,India,UK,9,8,14162,0,0.274,0
392192,electronics,credit_card,Nigeria,USA,47,1,2445,0,0.848,1
274586,electronics,credit_card,Nigeria,UAE,40,1,10776,0,0.427,1
303050,crypto,credit_card,Singapore,USA,30,1,8333,1,0.596,1
311014,travel,credit_card,Germany,USA,16,0,12528,1,0.79,1
78723,crypto,upi,Singapore,Singapore,46,2,8484,1,0.04,0
365421,gaming,debit_card,Germany,Russia,47,5,2865,0,0.821,1
493101,electronics,upi,Nigeria,Singapore,30,6,4178,1,0.139,1
393270,healthcare,debit_card,India,UAE,45,0,2608,0,0.358,0
337873,fuel,upi,UK,USA,9,4,3937,1,0.473,1
383237,grocery,wallet,Germany,Germany,1,4,2918,1,0.895,1
183775,electronics,wallet,UK,Russia,38,0,2219,1,0.022,0
389188,fuel,wallet,Russia,UK,8,3,1798,1,0.559,0
213146,healthcare,wallet,Singapore,UK,18,9,9169,1,0.643,1
106047,grocery,credit_card,UK,Nigeria,27,0,8772,0,0.317,0
288643,crypto,credit_card,Singapore,Nigeria,18,0,2574,1,0.29,0
128277,crypto,upi,Germany,USA,32,6,2590,1,0.49,1
216554,travel,upi,Germany,USA,49,6,14446,1,0.187,1
474560,fuel,wallet,Russia,UK,32,2,3284,0,0.468,0
109675,electronics,debit_card,Germany,UK,48,6,9992,1,0.765,1
373148,luxury,wallet,Nigeria,Germany,45,2,1462,1,0.845,1
207706,crypto,upi,Russia,UAE,36,1,4418,0,0.385,0
448422,crypto,wallet,UK,USA,36,9,12261,1,0.617,1
292922,travel,upi,Germany,UK,21,3,11140,0,0.0,1
76318,grocery,wallet,India,Germany,46,9,714,0,0.55,0
63330,travel,debit_card,UAE,India,32,2,14420,1,0.975,1
245856,healthcare,wallet,USA,UK,31,6,2424,0,0.312,1
336299,electronics,debit_card,Nigeria,Russia,37,0,7221,1,0.595,1
449689,fuel,debit_card,UAE,Russia,16,5,1891,0,0.762,1
162652,gaming,upi,UAE,India,46,1,3568,1,0.609,0
478546,gaming,debit_card,Singapore,Nigeria,46,7,5376,0,0.418,1
462152,fuel,credit_card,Nigeria,UAE,14,4,14922,0,0.153,1
334502,grocery,credit_card,Nigeria,Nigeria,24,2,9871,0,0.464,0
40086,healthcare,credit_card,Russia,USA,25,9,2148,1,0.295,1
155332,crypto,upi,Singapore,Nigeria,46,6,14465,0,0.696,1
347839,grocery,credit_card,UK,USA,35,1,9110,1,0.442,1
101458,crypto,upi,USA,UK,17,4,10459,1,0.85,1
472427,crypto,upi,UK,Russia,46,7,10717,0,0.193,1
327173,gaming,credit_card,India,UAE,42,0,1807,1,0.418,1
73606,grocery,debit_card,USA,UAE,45,0,4052,1,0.558,0
35011,healthcare,wallet,Singapore,UAE,4,2,14358,0,0.126,0
349371,travel,upi,Germany,UK,11,2,8752,1,0.588,1
425137,crypto,credit_card,Germany,USA,47,6,8821,1,0.291,1
206211,luxury,upi,Singapore,UAE,15,5,11259,0,0.23,1
453851,luxury,debit_card,UK,UK,30,6,13641,0,0.142,1
375697,travel,debit_card,Singapore,UK,24,3,10104,0,0.35,1
84558,luxury,credit_card,Singapore,India,2,1,3763,0,0.929,0
12275,electronics,upi,UAE,Singapore,43,1,11744,1,0.031,1
381479,crypto,wallet,India,Nigeria,34,9,10001,1,0.852,1
317015,travel,wallet,Nigeria,UAE,23,0,10579,1,0.397,1
499976,grocery,upi,Germany,Singapore,31,8,10088,0,0.562,1
389401,crypto,upi,UAE,USA,37,6,12123,1,0.513,1
121400,travel,upi,Singapore,UK,13,9,14515,0,0.926,1
87025,gaming,credit_card,Russia,Germany,33,2,14757,1,0.77,1
244546,healthcare,debit_card,UAE,Nigeria,7,1,9199,0,0.985,1
66458,grocery,wallet,Singapore,Nigeria,32,2,8241,1,0.794,1
410643,healthcare,credit_card,Germany,UAE,7,6,10043,1,0.296,1
47157,gaming,upi,Nigeria,Germany,42,4,10122,0,0.963,1
